movie_title,recommended_titles
Goldfish Memory,"200 Cigarettes, Three of Hearts, Friends with Money, Sidewalks of New York, Strictly Sexual"
Nico and Dani,"Boys and Girls, Harold and Maude, Husbands and Wives, Kicking and Screaming, Catch and Release"
Looking for Cheyenne,"Romantic Prelude, Under the Tuscan Sun, Going Hollywood, Restless, Henry & June"
Nina's Heavenly Delights,"Le Divorce, My Big Fat Greek Wedding, The Witches, Happenstance, Eight Days a Week"
Birdwatchers,"Return to Sender, One of Us, Maborosi, The Grapes of Wrath, Holy Lola"
Wild Side,"Wild Strawberries, Wild Style, The Blind Side, The Wild Child, The Wild One"
Skinhead Attitude,"Bus 174, Crossing the Line, In The Hands Of The Gods, Salute, Up the Yangtze"
Everybody Wants to Be Italian,"Def Jam's How to Be a Player, Addicted to Love, Coming to America, Three to Tango, Married to It"
Alpha and Omega,"Barbie and the Three Musketeers, Lady and the Tramp, Mater and the Ghostlight, Barbie and the Diamond Castle, Tom and Jerry: The Movie"
Days and Clouds,"4 Months, 3 Weeks and 2 Days, Days and Nights in the Forest, Last Days, Drifting Clouds, Dog Days"
Just a Gigolo,"Perlasca: The Courage of a Just Man, I Just Didn't Do It, The Doctor, The Robe, Little Lips"
No. 2,"No Time For Sergeants, Cape No. 7, No Reservations, No Such Thing, Sandakan No. 8"
Amerikana,"Martian Successor Nadesico: The Motion Picture - Prince of Darkness, Gemini, Cartoon All-Stars to the Rescue, The Big Bet, Hababam Sınıfı Sınıfta Kaldı"
A Woman in Berlin,"In Which We Serve, Hell in the Pacific, The Boys in Company C, Action in the North Atlantic, The Boy in the Striped Pyjamas"
Leaves of Grass,"Heart of the Dragon, City of Industry, Crime of Passion, Kiss of Death, Memories of Murder"
The Secret Life of Bees,"Call of the Wild, Queen of the Amazons, The Prisoner of Zenda, The Journey of Natty Gann, Master and Commander: The Far Side of the World"
One to Another,"Another Woman, Time to Leave, One of Us, Digging to China, One Night Stand"
The Curiosity of Chance,"The Taming of the Scoundrel, Revenge of the Nerds III: The Next Generation, Revenge of the Nerds, Day of the Wacko, The Marquis of Grillo"
The Man of My Life,"The Object of My Affection, The Rules of the Game, Trust the Man, The Quiet Man, The Life and Death of Peter Sellers"
Blue State,"Garden State, State of the Union, Betty Blue, Blue Juice, Blue Summer"
Dead Man's Shoes,"Dead Ringer, Dead Man Running, Inside Man, Dead Man's Folly, Dead or Alive 2: Birds"
Belly,"Belly 2: Millionaire Boyz Club, Cass, Fort Apache, the Bronx, Boyz n the Hood, The Friends of Eddie Coyle"
Futurama: The Beast with a Billion Backs,"Futurama: Bender's Big Score, Tripping the Rift: The Movie, Futurama: Bender's Game, The District, The Visitors"
Smart People,"People Will Talk, Young People Fucking, Seeing Other People, How to Lose Friends & Alienate People, Fat People"
Conspiracy,"Conspiracy, Amen., Die weisse Rose, Eichmann, Europa Europa"
No End in Sight,"Truth In 24, No Impact Man, Destiny in Space, The End Of America, Barenaked in America"
Scooby-Doo! and the Loch Ness Monster,"Scooby-Doo! and the Samurai Sword, Scooby-Doo! And the Legend of the Vampire, Scooby-Doo! and the Goblin King, Scooby-Doo! and the Monster of Mexico, Scooby-Doo on Zombie Island"
Scooby-Doo! and the Goblin King,"Scooby-Doo! and the Loch Ness Monster, Scooby-Doo! And the Legend of the Vampire, Scooby-Doo! and the Samurai Sword, Scooby-Doo! and the Monster of Mexico, Scooby-Doo on Zombie Island"
The Gaul,"Into the Blue 2: The Reef, The Defector, The Appaloosa, The Master, The Climb"
Chaos Theory,"Quiet Chaos, 10 Attitudes, Man About Town, Commandments, (500) Days of Summer"
Stargate: Continuum,"Stargate: The Ark of Truth, Stargate, Dr. Who and the Daleks, Star Trek IV: The Voyage Home, First Men in the Moon"
Can't Buy Me Love,"Show Me Love, Drive Me Crazy, Love Don't Cost a Thing, Love Me If You Dare, Love & Sex"
Dreamer: Inspired By a True Story,"Christmas Story, Anne Of Green Gables: The Continuing Story, A Horse for Danny, The Derby Stallion, The Black Stallion Returns"
Strange Brew,"Strange Wilderness, The Hangover, The Replacements, Semi-Pro, Bob the Butler"
The Place Promised in Our Early Days,"The Fountain, Ghost in the Shell 2: Innocence, Babylon 5: In the Beginning, Woman in the Moon, Origin: Spirits of the Past"
The Nines,"The Final Cut, The Dungeonmaster, The X Files, The Lathe of Heaven, The Day the Earth Stood Still"
Stargate: The Ark of Truth,"Stargate: Continuum, Around the World Under the Sea, Star Trek IV: The Voyage Home, Beneath the Planet of the Apes, The Incredible Petrified World"
Barbie in the 12 Dancing Princesses,"Barbie in the Nutcracker, The Sword in the Stone, Barbie in 'A Christmas Carol', Barbie and the Diamond Castle, Barbie and the Three Musketeers"
Gonzo: The Life and Work of Dr. Hunter S. Thompson,"Charles Darwin and the Tree of Life, Sick: The Life and Death of Bob Flanagan, Supermasochist, The End of Suburbia: Oil Depletion and the Collapse of the American Dream, End of the Century: The Story of The Ramones, The Heart of the Game"
Barbie and the Diamond Castle,"Barbie and the Three Musketeers, Mater and the Ghostlight, Barbie in the Nutcracker, Beauty and the Beast: The Enchanted Christmas, Pokémon Ranger and the Temple of the Sea"
Where the Buffalo Roam,"The Squid and the Whale, The Idiots, The Bonfire of the Vanities, The Secret of the Grain, The Mighty"
Split Second,"Split Second, Dark Angel, The Second Arrival, Watchers, DeepStar Six"
Religulous,"Heckler, The Yes Men, The Comedians of Comedy: Live at The Troubadour, Super High Me, Good Hair"
An American Crime,"American Gangster, American Madness, American Heart, True Crime, An American Affair"
Zombie Strippers!,"Tokyo Zombie, I Was a Teenage Zombie, Bio Zombie, American Zombie, Last of the Living"
Felon,"Batman Begins, Super Fly, A Bittersweet Life, The Wall, Hellsinki"
Son of Dracula,"Son of Dracula, Little Shop of Horrors, Dracula: Prince of Darkness, Fracchia Against Dracula, Scars of Dracula"
The God Who Wasn't There,"The Arrow, From the Earth to the Moon, The Cave of the Yellow Dog, What the Bleep! Down the Rabbit Hole, The Weeping Camel"
George Carlin: Life Is Worth Losing,"George Carlin: Complaints & Grievances, George Carlin: Carlin at Carnegie, George Carlin: Back in Town, George Carlin: Jammin' in New York, George Carlin: Doin' it Again"
Zeitgeist,"Zeitgeist: Addendum, The Ascent of Money, Before Stonewall, Inside Deep Throat, The Celluloid Closet"
Unstable Fables: Tortoise vs. Hare,"Unstable Fables: 3 Pigs & a Baby, Bambi II, The Hunchback of Notre Dame, Charlotte's Web, So Dear to My Heart"
Deception,"8 X 10 Tasveer, Bad Influence, Dear Murderer, The Lost, Dead Again"
Young People Fucking,"Smart People, Seeing Other People, People Will Talk, Sissi: The Young Empress, How to Lose Friends & Alienate People"
Enron: The Smartest Guys in the Room,"The Kid Stays in the Picture, In the Realms of the Unreal, In the Shadow of the Moon, The Corporation, The Year of the Yao"
Flakes,"The Road to Wellville, Undiscovered, Billy's Hollywood Screen Kiss, Trick, Anything Else"
Rogue,"Wilderness, House of the Dead, Race with the Devil, Red Water, High Lane"
The Devil Came on Horseback,"The Devil and Daniel Johnston, The End of the Line, Hands on a Hard Body: The Documentary, End of the Century: The Story of The Ramones, The Heart of the Game"
Diary of the Dead,"Day of the Dead, Phantasm III: Lord of the Dead, The War of the Gargantuas, Survival of the Dead, Day of the Dead 2: Contagium"
Eagle Eye,"Iron Eagle III, The Mod Squad, The 39 Steps, Eyewitness, End Game"
El Topo,"Texas Terror, A Man Called Horse, The Shootist, The Treasure of the Sierra Madre, Shenandoah"
Presto,"Winnie-the-Pooh Goes Visiting, The Tigger Movie, Babar: King of the Elephants, Piglet's Big Movie, Pooh's Heffalump Movie"
Max Payne,"Legendary Assassin, Psy II: Ostatnia krew, Sholay, Agent Cody Banks, Absolon"
Bolt,"The Road to El Dorado, TMNT, Lotte from Gadgetville, Bee Movie, Hey There, It's Yogi Bear"
Rise of the Footsoldier,"The Way of the Gun, The Warriors, The Package, The Memory Of A Killer, Flight of the Phoenix"
Chance,"Last Chance Harvey, Luck By Chance, Blind Chance, Being There, Real Women Have Curves"
Punisher: War Zone,"The Punisher, War, Triad Wars, The Killer Elite, Faster, Pussycat! Kill! Kill!"
Adulthood,"Levity, The Domino Principle, Boy A, Papillon, Pickpocket"
The Signal,"The Hidden, The Dark Side of The Moon, The Objective, The Devil's Tomb, Against the Dark"
Lifted,"Dexter the Dragon & Bumble the Bear, Mount Head, Surviving Sid, Bugs Bunny's Looney Christmas Tales, Afro Samurai: Resurrection"
Your Friend the Rat,"Felix The Cat: The Movie, The Gruffalo, The Sword in the Stone, The Rugrats Movie, Rudolph the Red-Nosed Reindeer: The Movie"
Boundin',"The Tigger Movie, Unstable Fables: 3 Pigs & a Baby, Horton Hears a Who!, Piglet's Big Movie, 101 Dalmatians II: Patch's London Adventure"
Cannibal! The Musical,"The Dead Hate the Living!, The Willies, The Frighteners, The Cook, The Return of the Living Dead"
Airborne,"If Looks Could Kill, Corvette Summer, All About the Benjamins, A Friend Is a Treasure, The Dukes of Hazzard: The Beginning"
Finding Amanda,"28 Days, Oxford Blues, Holy Man, Play It to the Bone, Father of Invention"
I Want Someone to Eat Cheese With,"I'm with Lucy, Flirting with Disaster, Addicted to Love, What Women Want, It Started with Eve"
In the Land of Women,"The Women, Son of the Bride, The Rules of the Game, The Taming of the Shrew, The Irony of Fate. The Sequel"
Rocket Science,"Bottle Rocket, The Great White Hype, Crazy, Lifeguard, Ghost World"
Air Guitar Nation,"Spellbound, The Heart of the Game, The End of the Line, Endgame: Blueprint for Global Enslavement, Trouble the Water"
Brooklyn Rules,"Brooklyn's Finest, Unstoppable, Earthquake, Teheran '43, Terra Nova"
Palindromes,"My Father the Hero, Postcards from the Edge, Pieces of April, Birds of America, Little Voice"
Resurrecting the Champ,"The D.I., The Inheritance, The Door in the Floor, The Wackness, The Boys in the Band"
Sherrybaby,"Wild Side, Rachel Getting Married, Queen Bee, I've Loved You So Long, Delta"
Starting Out in the Evening,"In the Beginning, The Door in the Floor, The Girl in the Park, The Boys in the Band, Alice in the Cities"
The Babysitters,"The D.I., The Boys in the Band, The Girl in the Park, The Keys of the Kingdom, The Phantom"
The Life Before Her Eyes,"The Name of the Rose, The Unsuspected, The Vanishing, The Lodger, The Moustache"
Sunshine Cleaning,"Little Miss Sunshine, My One and Only, All About My Mother, Judy Berlin, Angela"
How to Lose Friends & Alienate People,"How to Deal, Smart People, Waiting to Exhale, Young People Fucking, Friends with Money"
Dance of the Dead,"Shaun of the Dead, The Return of the Living Dead, Return of the Living Dead: Necropolis, Return of the Living Dead: Rave to the Grave, Return of the Living Dead Part II"
Paid in Full,"Women in Cages, In the Line of Duty: The F.B.I. Murders, Super Fly, Flatfoot in Africa, Flatfoot in Egypt"
Gen-X Cops,"Fled, Masterminds, Riki-Oh: The Story of Ricky, Duplex, Series 7: The Contenders"
Mr. Mom,"Mr. Troop Mom, Mr. 3000, Mr. Magoo, Mr. Bean's Holiday, Mrs. Doubtfire"
Henry Poole Is Here,"O. Henry's Full House, Life Is Beautiful, Everything is Illuminated, Sex Is Zero, Wrong Is Right"
Hank and Mike,"O.C. and Stiggs, Filth and Wisdom, Dumb and Dumber, Cockles and Muscles, Fun with Dick and Jane"
In Search of a Midnight Kiss,"In the Land of Women, Shanghai Kiss, Jump In!, In Country, The Last Kiss"
Teeth,"Popcorn, Bitten, Spider Baby, Dance of the Dead, Serial Killing 101"
The People Under the Stairs,"The Others, The Living and the Dead, The Cat and the Canary, The Gift, The Echo"
Aamir,"8 X 10 Tasveer, Secrets Of State, The Unsaid, Billion Dollar Brain, Marathon Man"
SPL: Kill Zone,"Righteous Kill, Kill Me Again, New Police Story, The Seven-Ups, Mobsters"
Sweet Rain: Accuracy of Death,"Dead Like Me: Life After Death, The Science of Sleep, Juliet of the Spirits, The Death of Mr. Lazarescu, The Devil and Daniel Webster"
All the Real Girls,"All the Right Moves, The Lover, The Silence, The Remains of the Day, The Majestic"
A Very British Gangster,"Darfur Now, Deliver Us from Evil, News from a Personal War, Mr. Untouchable, Hacking Democracy"
Kenny,"Linda Linda Linda, John Pinette: I'm Starvin'!, Martin Lawrence Live: Runteldat, Lisa Lampanelli: Long Live The Queen, The Gendarme in New York"
Strangers with Candy,"Relative Strangers, Men with Brooms, Getting Away with Murder, Jeff Dunham: Arguing with Myself, Nonstop Trouble with the Family"
Pride and Glory,"Blood and Wine, Rocco and His Brothers, The Falcon and the Snowman, Brooklyn's Finest, Jimmy and Judy"
Scooby-Doo on Zombie Island,"Scooby-Doo! Pirates Ahoy!, Scooby-Doo! Abracadabra-Doo, Scooby-Doo! and the Monster of Mexico, Scooby-Doo! The Mystery Begins, Scooby-Doo! and the Loch Ness Monster"
Rapid Fire,"Catch a Fire, Hamilton, So Close, Runaway Train, Momentum"
Showdown in Little Tokyo,"Rage of Honor, China O'Brien, Cutaway, Ransom, American Samurai"
Return to Oz,"The Wizard of Oz, Return to Never Land, Journey to the Beginning of Time, Journey to the Center of the Earth, Return to Halloweentown"
Secondhand Lions,"Like Mike 2: Streetball, My Dog Skip, A Summer to Remember, How to Eat Fried Worms, Ice Princess"
Aqua Teen Hunger Force Colon Movie Film for Theaters,"Dieter - The Movie, The Drawn Together Movie: The Movie!, Kleines Arschloch - Der Film, Futurama: Into the Wild Green Yonder, Werner - Beinhart!"
Georgia Rule,"Home for the Holidays, Meet the Browns, Then She Found Me, Working Girl, Avenue Montaigne"
Over Her Dead Body,"Dead Weight, Better Off Dead..., Pauly Shore Is Dead, Drop Dead Gorgeous, The Busy Body"
Big Stan,"Big Business, Beethoven's Big Break, The Big Steal, The Big Store, My Big Fat Independent Movie"
Blind Dating,"Dating The Enemy, The Big Steal, Hot Pursuit, Blame It on the Bellboy, He Died with a Felafel in His Hand"
Buying the Cow,"The Beautician and the Beast, The Shop Around the Corner, The Girls, The Holiday, The Matchmaker"
Freddy Got Fingered,"Daddy's Dyin'... Who's Got the Will?, Bernie, Little Nicholas, Once in a Lifetime, Folks!"
Mama's Boy,"About a Boy, Bubble Boy, Stupid Boy, Boy Culture, Bag Boy"
Smiley Face,"Blue in the Face, Oppai Volleyball, Wonderful and Loved by All, Freaky Friday, Splendor"
The Baxter,"The Beautician and the Beast, The Girls, The Other End of the Line, The Millionairess, The Shop Around the Corner"
The Boys & Girls Guide to Getting Down,"The Sunshine Boys, The Pool Boys, Welcome to the Sticks, A Trip Down the River, Trailer Park Boys: Say Goodnight to the Bad Guys"
The Ex,"The Pallbearer, The Shop Around the Corner, The Beautician and the Beast, The Millionairess, The Holiday"
The Promotion,"The Birds, the Bees and the Italians, The Fox & the Child, The Pawnshop, The Wing or the Thigh, The Taming of the Scoundrel"
The Ten,"The Birds, the Bees and the Italians, The Fox & the Child, The Gendarme and the Gendarmettes, The Night Before the Exams, The Wing or the Thigh"
Battle in Seattle,"A Place in the World, Fighter In The Wind, Once Upon a Time in China, Battle in Heaven, In Hell"
Tinker Bell,"Tinker Bell and the Lost Treasure, Return to Never Land, Alice in Wonderland, The Polar Express, Little Nemo: Adventures In Slumberland"
Zeitgeist: Addendum,"Zeitgeist, Night and Fog, Why We Fight: Prelude to War, The Rape of Europa, The Age of Stupid"
Watchmen,"I, Robot, Gunhed, Project X, The Arrival, Nick Fury: Agent of S.H.I.E.L.D."
Bangkok Dangerous,"Bangkok Dangerous, Stone Cold, Police Story 2, Police Story, War"
Kidulthood,"A River Runs Through It, Fish Tank, The Girl in the Park, Gainsbourg: A Heroic Life, Jesus of Montreal"
Wrong Turn 2: Dead End,"Wrong Turn 3: Left for Dead, Wrong Turn, Dead End, Lake Dead, Long Time Dead"
A Charlie Brown Christmas,"I Want a Dog for Christmas, Charlie Brown, A Boy Named Charlie Brown, Bon Voyage, Charlie Brown (and Don't Come Back!), A Muppet Family Christmas, The Madagascar Penguins in a Christmas Caper"
Scrooge,"Scrooge, A Christmas Carol, The Tree of Life, Enter the Void, Skellig"
A Christmas Carol,"A Christmas Carol, A Christmas Carol, A Christmas Carol, The Muppet Christmas Carol, A Christmas Carol"
Dead Space: Downfall,"Dead Air, The Dead Zone, Brain Dead, Deep Space, Killers from Space"
"War, Inc.","War, The Dogs of War, The Art of War III: Retribution, The Big Hit, I Spy"
Moonwalker,"Yellow Submarine, Brigadoon, Wonder Man, The Blood of Jesus, Björk: Volumen"
Saved!,"Forbidden Fruit, The Women, Angela, The Opposite of Sex, Postcards from the Edge"
Highlander: The Search for Vengeance,"Highlander V: The Source, Highlander II: The Quickening, Highlander: The Final Dimension, Highlander: Endgame, Legend of Crystania: The Motion Picture"
